MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.0848,38.0,0.08956916099773243,0.9909297052154196,1777.0,4.029478458049887,34.03,-118.29,1.352
0.7473,22.0,0.1416659539895664,1.1618062088428975,2381.0,2.239887111947319,34.03,-118.29,1.688
2.135,27.0,0.1439001725740077,1.028673835125448,1085.0,3.888888888888889,34.03,-118.29,1.196
2.025,46.0,0.09924187066130799,1.0714285714285714,1343.0,2.821428571428572,34.03,-118.31,1.355
2.8295,52.0,0.095004995004995,1.0545454545454545,1233.0,3.2025974025974024,34.03,-118.31,1.322
2.45,52.0,0.07646675358539766,0.9627118644067796,814.0,2.759322033898305,34.02,-118.31,1.114
1.4712,44.0,0.13336192109777015,1.2226415094339622,931.0,3.513207547169811,34.02,-118.31,1.058
2.4519,45.0,0.11457326892109501,1.0072463768115942,822.0,2.9782608695652173,34.02,-118.31,0.981
1.2434,52.0,0.08388278388278388,1.05,1186.0,2.823809523809524,34.02,-118.31,0.984
2.1571,47.0,0.0946048632218845,1.1091269841269842,1775.0,3.5218253968253967,34.03,-118.3,1.479
2.7125,40.0,0.11869747899159663,1.0476190476190477,1138.0,3.1876750700280114,34.03,-118.3,1.5
1.23,47.0,0.11419887103777682,1.0081632653061223,785.0,3.204081632653061,34.03,-118.31,1.384
1.8564,37.0,0.10310310310310311,1.0507544581618655,2586.0,3.5473251028806585,34.03,-118.3,1.875
2.1173,34.0,0.12127153891859775,1.0444444444444445,1479.0,2.987878787878788,34.03,-118.31,1.566
1.3187,23.0,0.20510658798024808,1.0997229916897506,1333.0,3.6925207756232687,34.02,-118.31,1.271
2.2981,46.0,0.09966710380308688,1.088167053364269,1409.0,3.269141531322506,34.02,-118.31,1.121
1.85,49.0,0.10400313971742542,1.1610576923076923,1522.0,3.6586538461538463,34.02,-118.3,1.168
2.087,21.0,0.17250078839482813,1.0838852097130245,1526.0,3.368653421633554,34.02,-118.29,1.413
1.631,34.0,0.13283270755110554,1.0950354609929078,2474.0,3.5092198581560283,34.02,-118.3,1.375
1.5781,31.0,0.14741096621673147,1.1300236406619386,1522.0,3.5981087470449173,34.02,-118.3,1.193
1.7546,50.0,0.03251028806584362,0.9547325102880658,948.0,3.9012345679012346,34.03,-118.27,1.75
1.7115,51.0,0.06587411867634192,1.1076115485564304,1560.0,4.094488188976378,34.03,-118.27,1.25
1.6089,19.0,0.10572282233969202,1.0524017467248907,890.0,3.88646288209607,34.04,-118.28,1.625
1.2969,24.0,0.10360142118863051,1.056201550387597,1932.0,3.744186046511628,34.04,-118.28,1.602
1.4167,25.0,0.08801112656467316,1.0848400556328233,2390.0,3.3240611961057023,34.04,-118.28,2.0
2.1806,20.0,0.13167770419426048,1.0022075055187638,1880.0,4.150110375275938,34.04,-118.28,1.8
1.6037,44.0,0.06289525691699605,1.0304347826086957,1754.0,3.8130434782608695,34.05,-118.28,2.75
1.8539,41.0,0.06557210217442926,1.1001390820584145,3121.0,4.340751043115438,34.03,-118.28,1.475
1.7976,40.0,0.08047112462006079,1.209726443768997,2195.0,3.335866261398176,34.03,-118.28,1.646
2.2232,48.0,0.06918668122270742,1.1200873362445414,1772.0,3.868995633187773,34.04,-118.28,1.625
1.875,39.0,0.0827449523101697,1.0193236714975846,3050.0,4.911433172302737,34.02,-118.27,1.273
1.9375,52.0,0.0562900641025641,1.0729166666666667,470.0,4.895833333333333,34.02,-118.28,0.388
0.9234,40.0,0.06841463414634147,1.3853658536585365,662.0,3.229268292682927,34.02,-118.27,1.875
0.844,26.0,0.14167563206024744,1.4143356643356644,2821.0,4.931818181818182,34.03,-118.28,3.5
1.2989,25.0,0.11923728813559321,1.1652542372881356,1193.0,2.527542372881356,34.03,-118.28,2.25
2.1944,50.0,0.047368421052631574,1.1710526315789471,356.0,4.684210526315789,34.02,-118.25,1.583
1.8333,52.0,0.06068376068376068,1.0444444444444445,137.0,3.0444444444444443,34.03,-118.24,3.125
1.2096,49.0,0.08973589435774311,1.3235294117647058,287.0,4.220588235294118,34.03,-118.26,1.0
2.1905,52.0,0.06657608695652174,1.1358695652173914,1655.0,4.497282608695652,34.03,-118.25,1.24
1.6302,32.0,0.09946469907407407,1.037037037037037,1698.0,3.9305555555555554,34.02,-118.25,1.307
1.5652,38.0,0.0831918505942275,0.9193548387096774,1308.0,4.219354838709678,34.02,-118.26,1.231
2.131,38.0,0.08444272445820433,1.026470588235294,1786.0,5.252941176470588,34.02,-118.26,1.365
1.8382,40.0,0.09625382262996943,1.107033639143731,1499.0,4.584097859327217,34.02,-118.26,1.264
2.1667,37.0,0.08843653780362641,1.0569620253164558,2173.0,4.584388185654008,34.02,-118.26,1.177
1.3134,48.0,0.07630208333333334,1.1,1859.0,4.6475,34.02,-118.26,0.962
2.0703,46.0,0.08203073689741233,1.0785498489425982,1607.0,4.854984894259819,34.02,-118.26,1.148
1.5603,41.0,0.06607963843216708,1.0319488817891374,1428.0,4.562300319488818,34.02,-118.26,1.096
2.2356,39.0,0.07849752586594692,1.0175438596491229,1046.0,4.587719298245614,34.02,-118.26,1.195
1.913,35.0,0.0847846296870158,1.054229934924078,2239.0,4.856832971800434,34.02,-118.25,1.143
2.1957,33.0,0.09861724036481317,1.019417475728155,2564.0,4.978640776699029,34.02,-118.25,1.008
1.2396,28.0,0.13420758928571427,1.0625,596.0,4.65625,34.01,-118.25,0.903
2.3304,32.0,0.1034564393939394,1.0353535353535352,1792.0,4.525252525252525,34.02,-118.25,1.199
1.8485,48.0,0.09904970760233918,1.3157894736842106,571.0,5.008771929824562,34.02,-118.24,0.906
2.375,48.0,0.075,0.9,485.0,4.409090909090909,34.01,-118.24,1.075
1.8929,43.0,0.0781996884902519,1.02540415704388,2098.0,4.8452655889145495,34.01,-118.24,0.992
2.1466,31.0,0.11132027038589885,1.0689655172413792,1952.0,5.177718832891247,34.01,-118.25,1.008
1.7813,30.0,0.1985294117647059,1.2647058823529411,376.0,5.529411764705882,34.01,-118.24,1.275
1.0898,45.0,0.07394799054373521,1.148936170212766,1030.0,4.382978723404255,34.01,-118.25,0.934
1.2857,36.0,0.10346045197740113,1.1101694915254237,1034.0,4.38135593220339,34.01,-118.25,0.993
1.3287,43.0,0.09387728288004205,1.0903954802259888,1412.0,3.9887005649717513,34.01,-118.25,1.072
1.7425,43.0,0.07809788267962513,1.0127931769722816,1980.0,4.221748400852879,34.01,-118.25,1.005
1.4464,30.0,0.12192648922686947,1.1064638783269962,1280.0,4.866920152091255,34.01,-118.25,1.102
1.4653,38.0,0.08903934593765968,1.0097087378640777,749.0,3.6359223300970873,34.01,-118.26,1.188
1.5089,47.0,0.08307692307692308,0.9938461538461538,1628.0,5.009230769230769,34.01,-118.26,1.158
1.9074,37.0,0.11077465425291513,1.117056856187291,2824.0,4.722408026755853,34.01,-118.26,0.996
1.4524,42.0,0.0838840874428063,1.0284697508896796,1167.0,4.153024911032029,34.01,-118.27,1.268
2.1776,46.0,0.08646468620893173,1.1447963800904977,1010.0,4.570135746606335,34.01,-118.26,1.183
2.319,21.0,0.17096018735363,1.024590163934426,1505.0,4.112021857923497,34.02,-118.27,0.972
1.8652,35.0,0.09995810640971932,1.0410557184750733,1784.0,5.231671554252199,34.01,-118.27,1.161
1.2206,35.0,0.09204514175612441,1.071290944123314,2106.0,4.057803468208093,34.01,-118.27,1.292
1.4327,47.0,0.08866852796765187,1.1945701357466063,881.0,3.986425339366516,34.01,-118.27,1.141
2.0817,43.0,0.0772068017004251,1.0349462365591398,1745.0,4.690860215053763,34.01,-118.27,1.133
2.148,46.0,0.09290953545232275,1.0464547677261613,1707.0,4.17359413202934,34.0,-118.27,1.038
1.7052,48.0,0.0882936507936508,1.0453514739229024,1834.0,4.158730158730159,34.0,-118.27,1.074
1.75,47.0,0.07718951014349332,1.1023255813953488,888.0,4.130232558139535,34.0,-118.27,0.958
1.8641,43.0,0.08320922595180816,1.1198686371100164,2624.0,4.308702791461412,34.01,-118.26,1.082
1.6221,41.0,0.09330748936628439,1.086092715231788,1776.0,3.9205298013245033,34.0,-118.26,1.042
1.7237,36.0,0.12530325084910238,1.165938864628821,1112.0,4.85589519650655,34.0,-118.25,1.058
1.6382,36.0,0.11187214611872147,1.0582191780821917,1267.0,4.339041095890411,34.0,-118.25,1.05
1.5781,32.0,0.12520559210526316,1.125,1292.0,4.25,34.0,-118.25,1.029
1.303,41.0,0.09097458063188227,1.0021097046413503,1721.0,3.630801687763713,34.0,-118.25,0.904
1.4792,34.0,0.10754205712995371,1.0595009596928984,2194.0,4.211132437619962,34.0,-118.25,0.958
1.2056,23.0,0.14777582307112339,0.907514450867052,716.0,4.138728323699422,34.0,-118.24,0.875
0.9463,43.0,0.10732495958214153,1.1016042780748665,788.0,4.213903743315508,34.0,-118.24,0.95
2.2813,29.0,0.15435657565538996,1.1451104100946372,1696.0,5.350157728706624,34.0,-118.25,1.013
1.7132,38.0,0.11601948315518874,1.06426735218509,1714.0,4.406169665809768,34.0,-118.24,1.082
1.875,44.0,0.10606060606060606,1.2083333333333333,504.0,5.25,33.99,-118.24,0.986
1.6731,41.0,0.09845919988944933,1.0538243626062322,1803.0,5.1076487252124645,33.99,-118.24,0.882
1.5556,42.0,0.1021505376344086,1.0891840607210626,2496.0,4.7362428842504745,33.99,-118.25,0.985
2.1793,39.0,0.10082304526748971,0.984567901234568,1362.0,4.203703703703703,33.99,-118.25,1.079
0.8941,27.0,0.13027656477438138,1.0458515283842795,1457.0,3.1812227074235806,34.0,-118.26,0.919
1.9208,37.0,0.1121836121836122,1.1063492063492064,2484.0,3.942857142857143,34.0,-118.26,1.034
1.852,40.0,0.09919659735349719,1.1323251417769375,2311.0,4.368620037807183,34.0,-118.27,1.015
1.3403,43.0,0.09767441860465116,1.1128205128205129,1213.0,3.1102564102564103,34.0,-118.27,1.108
1.8917,43.0,0.08172015070806808,1.0642458100558658,1276.0,3.564245810055866,34.0,-118.27,1.069
1.8242,47.0,0.09059555037404061,1.0616438356164384,1916.0,4.3744292237442925,33.99,-118.26,0.95
1.6901,36.0,0.1206896551724138,1.0883620689655171,1807.0,3.894396551724138,33.99,-118.26,1.035
1.9531,30.0,0.13658536585365855,1.1382113821138211,529.0,4.300813008130081,33.99,-118.27,1.0
1.4886,35.0,0.0944275582573455,1.0425531914893618,1153.0,4.088652482269503,33.99,-118.27,1.0
1.8086,38.0,0.09210526315789473,1.111940298507463,1783.0,4.435323383084577,33.99,-118.27,0.971
1.8824,46.0,0.06657608695652174,1.1597222222222223,621.0,4.3125,34.01,-118.28,1.625
2.1382,46.0,0.06382236689142061,1.13903743315508,1510.0,4.037433155080214,34.02,-118.28,1.563
1.1667,40.0,0.1001131221719457,1.411764705882353,799.0,3.615384615384616,34.01,-118.29,1.438
1.9152,48.0,0.09257551808921671,1.1538461538461535,3298.0,3.475237091675448,34.01,-118.3,1.223
1.2446,27.0,0.1536195286195286,1.1856060606060606,1768.0,3.3484848484848486,34.02,-118.3,1.038
1.1563,26.0,0.13817152327026655,1.0448833034111311,2044.0,3.669658886894076,34.02,-118.29,1.188
1.6699,42.0,0.08594481665586054,1.0136157337367624,2327.0,3.520423600605144,34.02,-118.3,1.08
1.7961,35.0,0.11662430096593798,1.0320284697508897,818.0,2.911032028469751,34.01,-118.3,1.117
1.7386,50.0,0.09986348122866895,1.2081911262798637,912.0,3.112627986348123,34.01,-118.31,1.094
1.6667,41.0,0.12692634389030458,1.0746268656716418,727.0,3.616915422885572,34.02,-118.31,1.169
1.6955,43.0,0.111578426521524,1.1340425531914893,1568.0,3.3361702127659574,34.02,-118.31,1.152
2.0417,39.0,0.09717339333427084,1.0347349177330896,1246.0,2.2778793418647165,34.01,-118.31,1.171
1.6851,46.0,0.10757958074534162,1.0915178571428572,1227.0,2.7388392857142856,34.02,-118.31,1.088
2.5263,48.0,0.10642570281124497,1.068273092369478,1357.0,2.7248995983935744,34.01,-118.31,1.21
1.8214,52.0,0.11031704781704782,1.06981981981982,1417.0,3.1914414414414414,34.01,-118.31,1.232
3.0759,52.0,0.09420975199663724,0.9562841530054644,1303.0,3.560109289617486,34.01,-118.31,1.237
2.3942,42.0,0.10309017223910841,1.1861702127659577,511.0,2.7180851063829787,34.01,-118.29,1.232
1.6505,50.0,0.07677530017152659,1.1543739279588336,2247.0,3.8542024013722127,34.01,-118.29,1.25
1.6875,52.0,0.08728966346153846,1.0963541666666667,1206.0,3.140625,34.0,-118.3,1.16
2.5885,52.0,0.09312768449824287,1.0862944162436547,1271.0,3.2258883248730963,34.01,-118.3,1.362
2.0625,52.0,0.08314140948871487,1.026946107784431,1154.0,3.455089820359281,34.01,-118.3,1.344
1.7143,34.0,0.09161367249602544,1.0472972972972974,2450.0,3.310810810810811,34.01,-118.28,1.32
2.3403,46.0,0.07831782798557053,1.0109170305676856,1992.0,4.349344978165939,34.0,-118.28,1.141
1.4639,6.0,0.6149710504549214,1.1612903225806452,1509.0,3.744416873449131,34.0,-118.29,1.125
1.6036,39.0,0.08336108336108336,0.8961038961038961,1010.0,4.372294372294372,34.01,-118.29,1.375
1.0539,30.0,0.09781073446327683,1.097457627118644,1730.0,3.665254237288136,34.01,-118.29,1.425
1.8656,50.0,0.06755844155844155,1.0311688311688312,3080.0,4.0,34.01,-118.28,1.229
1.2065,43.0,0.06996369345500932,1.0337552742616034,880.0,3.7130801687763713,34.0,-118.28,1.036
1.2175,52.0,0.0555944055944056,1.12,1118.0,4.065454545454545,34.01,-118.28,1.313
2.3309,48.0,0.05352393617021276,1.0106382978723405,775.0,4.122340425531915,34.01,-118.28,1.266
2.125,38.0,0.09894380822405507,1.0383314543404736,3612.0,4.072153325817362,34.0,-118.28,1.188
2.0938,42.0,0.09611528822055139,1.0973684210526315,1295.0,3.4078947368421053,34.0,-118.28,1.192
1.2778,42.0,0.08241758241758242,1.1497975708502024,890.0,3.603238866396761,34.0,-118.28,1.125
1.432,44.0,0.09202625331657589,1.1136712749615976,2182.0,3.351766513056836,34.0,-118.28,1.24
2.1607,48.0,0.09169089147286823,1.0930232558139534,1353.0,3.933139534883721,34.0,-118.28,0.961
2.1354,44.0,0.1048444976076555,1.018421052631579,1165.0,3.0657894736842106,34.0,-118.29,1.058
1.2347,41.0,0.0935736108953446,1.0467091295116773,1731.0,3.6751592356687897,34.0,-118.29,1.117
2.7727,52.0,0.09359920522282146,1.088560885608856,898.0,3.3136531365313653,34.0,-118.29,1.286
1.1806,40.0,0.12293478260869566,1.2217391304347829,859.0,3.734782608695652,34.0,-118.3,1.346
1.5179,52.0,0.07735890172150796,1.0056657223796035,1080.0,3.0594900849858355,34.0,-118.3,1.161
2.0809,52.0,0.10828854551561974,1.0786026200873362,1558.0,3.4017467248908297,34.0,-118.29,1.096
2.0958,52.0,0.09107605877268798,1.0589887640449438,982.0,2.758426966292135,34.0,-118.3,1.164
3.05,52.0,0.10471881060116355,1.0336134453781514,853.0,3.5840336134453783,34.0,-118.3,1.116
1.6892,52.0,0.10744147157190637,1.1195652173913044,939.0,3.402173913043478,34.0,-118.31,1.291
2.0,52.0,0.10589250493096647,1.1346153846153846,1026.0,3.2884615384615383,34.0,-118.3,1.28
1.933,52.0,0.07739791073124408,0.9358024691358025,1413.0,3.488888888888889,34.0,-118.31,1.2
2.1116,52.0,0.08498556908018572,1.0473083197389883,1751.0,2.856443719412724,34.0,-118.31,1.225
1.9792,47.0,0.10248447204968944,1.124223602484472,1329.0,4.127329192546584,34.0,-118.31,1.164
1.6559,48.0,0.10753464203233255,1.0,1363.0,3.147806004618938,33.99,-118.31,1.014
2.0915,47.0,0.0974378633953102,1.078078078078078,982.0,2.948948948948949,33.99,-118.31,1.266
2.2339,45.0,0.10471167369901546,1.0727848101265822,791.0,2.5031645569620253,33.99,-118.31,1.048
1.7083,44.0,0.1554399415845199,1.437751004016064,789.0,3.1686746987951806,33.99,-118.31,1.0
1.5846,46.0,0.09512693317770646,1.0671140939597314,1766.0,2.9630872483221475,33.99,-118.29,1.148
1.8317,47.0,0.10768979458488177,1.128598848368522,1903.0,3.652591170825336,33.99,-118.3,0.965
1.9853,47.0,0.08495276134879791,0.9620938628158844,1903.0,3.435018050541516,33.99,-118.3,1.011
1.275,46.0,0.08154547180558193,1.0232896652110626,2446.0,3.5604075691411934,33.99,-118.28,0.983
2.0542,46.0,0.09614206981016535,1.0663983903420524,2067.0,4.158953722334004,33.99,-118.29,1.034
2.5848,52.0,0.07499415478138881,1.03951367781155,1363.0,4.142857142857143,33.99,-118.28,1.019
1.7159,49.0,0.09166807218755271,0.993801652892562,1861.0,3.8450413223140494,33.99,-118.28,0.95
1.7849,46.0,0.09335491828553809,1.1382978723404256,1153.0,4.088652482269503,33.99,-118.28,0.993
2.6667,52.0,0.10274063286111478,1.1101549053356283,1498.0,2.5783132530120483,34.01,-118.32,1.28
4.2554,50.0,0.1273076923076923,0.9846153846153848,672.0,2.5846153846153848,34.02,-118.32,1.943
3.3906,48.0,0.11942401960784314,0.9058823529411764,823.0,2.420588235294117,34.02,-118.32,1.897
3.1548,50.0,0.10803519061583577,1.1055718475073313,817.0,2.3958944281524928,34.01,-118.32,1.577
2.4022,47.0,0.10089037927844588,1.0081521739130437,1079.0,2.932065217391304,34.01,-118.32,1.234
4.26,46.0,0.12956055484322182,0.967828418230563,968.0,2.5951742627345844,34.02,-118.33,1.826
3.7727,47.0,0.0965123930686554,0.8900343642611683,653.0,2.2439862542955327,34.01,-118.33,1.93
3.5,42.0,0.11692994505494506,0.908653846153846,869.0,2.0889423076923075,34.02,-118.33,1.811
2.4934,44.0,0.10806174957118353,1.0766509433962264,1622.0,1.912735849056604,34.01,-118.32,1.658
2.0217,43.0,0.10972605439495467,1.194915254237288,956.0,2.0254237288135597,34.01,-118.33,1.875
1.9231,44.0,0.08998978549540347,1.0404494382022471,786.0,1.7662921348314606,34.01,-118.33,1.885
1.9631,44.0,0.10059007929190486,0.9979716024340772,878.0,1.7809330628803246,34.01,-118.33,1.813
1.95,50.0,0.0962962962962963,1.0266666666666666,2300.0,3.4074074074074074,34.0,-118.32,1.126
2.4583,50.0,0.09334754797441365,0.9808102345415778,1097.0,2.3390191897654584,34.0,-118.32,1.209
2.2054,47.0,0.11215517819987919,1.22397476340694,895.0,2.823343848580442,34.0,-118.33,1.215
2.3333,47.0,0.10146353462058787,1.0809248554913296,416.0,2.4046242774566475,34.0,-118.33,1.333
0.9304,24.0,0.11810064935064934,1.0389610389610389,529.0,1.7175324675324677,34.0,-118.33,1.516
2.5909,43.0,0.11970251446110258,1.215736040609137,1074.0,2.7258883248730963,33.99,-118.32,0.987
1.9779,49.0,0.10146390711761737,0.950530035335689,889.0,3.1413427561837457,33.99,-118.32,1.142
2.8542,44.0,0.11975524475524475,1.0631868131868132,1041.0,2.85989010989011,33.99,-118.33,1.265
3.2083,46.0,0.12024931590148982,1.1013986013986017,777.0,2.7167832167832167,33.99,-118.33,1.496
4.8125,48.0,0.14092312008978677,1.127946127946128,919.0,3.0942760942760943,33.99,-118.34,1.705
2.1875,48.0,0.09375,1.0142857142857142,791.0,2.825,33.99,-118.32,1.152
3.7167,43.0,0.12600240577385727,1.0,735.0,3.168103448275862,33.99,-118.32,1.089
2.8274,43.0,0.09490078941753788,1.0091743119266054,1598.0,2.932110091743119,33.99,-118.33,1.225
3.1731,46.0,0.08674269422665716,1.0557377049180328,662.0,2.1704918032786886,33.99,-118.34,1.403
2.175,47.0,0.09304833807236004,0.967741935483871,574.0,2.6451612903225805,33.98,-118.32,1.147
3.2344,40.0,0.12725490196078432,1.0862745098039217,791.0,3.1019607843137256,33.98,-118.32,1.043
1.9732,47.0,0.10555402044763747,1.074675324675325,864.0,2.805194805194805,33.98,-118.32,1.01
3.0833,46.0,0.11153420105234006,1.0796178343949046,921.0,2.93312101910828,33.98,-118.32,1.033
1.8806,28.0,0.13278475826276973,1.1462715105162524,3121.0,2.9837476099426388,33.98,-118.33,1.139
1.6477,32.0,0.1171218487394958,1.0273109243697478,1472.0,3.092436974789916,33.98,-118.33,1.089
1.8472,38.0,0.11179648149499964,1.104022191400832,2153.0,2.986130374479889,33.98,-118.33,1.491
2.9643,48.0,0.11559642560266002,1.0798004987531171,1170.0,2.917705735660848,33.99,-118.34,1.404
2.9315,46.0,0.11163621088006723,0.9879227053140096,1292.0,3.1207729468599035,33.98,-118.34,1.49
4.9531,47.0,0.12519355393703047,1.0242587601078168,927.0,2.498652291105121,33.99,-118.35,1.801
3.8235,47.0,0.12546199180901008,1.0821596244131455,1082.0,2.539906103286385,33.98,-118.35,2.076
1.675,34.0,0.0964997569275644,1.0909090909090908,250.0,2.066115702479338,33.99,-118.34,1.667
2.2396,44.0,0.106158357771261,1.0129032258064516,861.0,2.7774193548387096,33.98,-118.32,1.086
3.5114,52.0,0.1225530741659774,1.146953405017921,795.0,2.849462365591398,33.97,-118.32,1.388
1.7067,49.0,0.08785465405674464,1.0152439024390243,901.0,2.7469512195121952,33.98,-118.32,1.186
1.6531,30.0,0.12334522393975426,1.107015457788347,2739.0,3.256837098692033,33.98,-118.33,1.185
2.5363,44.0,0.10019038553069967,1.0104712041884816,1423.0,2.4834205933682374,33.97,-118.33,1.588
4.1635,47.0,0.10327896608160733,0.9787798408488064,922.0,2.4456233421750664,33.97,-118.33,1.564
3.8643,46.0,0.10075871717606544,0.9876237623762376,1502.0,1.858910891089109,34.02,-118.36,1.958
6.5044,33.0,0.205067920585162,1.0043103448275863,1214.0,2.6163793103448274,34.01,-118.36,3.504
4.4028,33.0,0.17951768998889417,1.12565445026178,900.0,2.356020942408377,34.02,-118.37,2.468
4.3077,31.0,0.1433439345751931,1.056338028169014,819.0,1.9225352112676055,34.02,-118.38,1.406
0.8702,11.0,0.3379329004329004,0.9315476190476192,625.0,1.860119047619048,34.02,-118.33,1.705
2.5568,35.0,0.11386677838290743,1.0527859237536656,655.0,1.920821114369501,34.01,-118.34,3.125
1.7945,37.0,0.1216925214826579,1.1563483735571878,1941.0,2.036726128016789,34.01,-118.34,1.063
1.6187,38.0,0.0868945868945869,1.047008547008547,1407.0,2.0042735042735043,34.01,-118.34,2.667
4.0357,44.0,0.1416512059369202,1.0040816326530613,608.0,2.4816326530612245,34.02,-118.34,1.878
1.7622,34.0,0.11304347826086955,1.0367149758454106,2725.0,2.632850241545894,34.02,-118.35,1.679
1.5143,34.0,0.11194061869824518,1.149525893508388,3538.0,2.580598103574033,34.02,-118.35,1.188
1.4589,27.0,0.13009452967611962,1.1182008368200838,2415.0,2.526150627615063,34.02,-118.35,0.875
3.6629,33.0,0.16312377506407355,0.9966832504145936,1585.0,2.628524046434494,34.01,-118.35,3.532
3.5486,35.0,0.14403967194354378,0.9786381842456608,1583.0,2.1134846461949266,34.01,-118.35,3.321
3.25,28.0,0.197452636968766,1.1129032258064515,1162.0,2.082437275985663,34.0,-118.35,3.01
1.8818,35.0,0.10454754248966469,0.977491961414791,1128.0,3.627009646302251,33.99,-118.28,1.0
1.4625,37.0,0.11480661696178938,1.105603448275862,1673.0,3.605603448275862,33.99,-118.28,1.03
2.5547,39.0,0.10636679704476315,0.9957627118644068,857.0,3.6313559322033897,33.99,-118.29,1.089
1.0516,41.0,0.10428477257745551,1.1243243243243244,1422.0,3.843243243243243,33.98,-118.29,1.083
1.9375,43.0,0.12185277724389774,1.0964187327823691,1153.0,3.176308539944904,33.99,-118.29,1.129
1.1645,44.0,0.11708962415676197,1.1519434628975265,1159.0,4.095406360424028,33.99,-118.3,0.982
2.5437,43.0,0.10843288329681204,1.1671732522796352,1231.0,3.741641337386018,33.99,-118.3,0.945
1.9556,44.0,0.11306995185499859,1.2087227414330215,902.0,2.809968847352025,33.98,-118.3,0.933
1.84,45.0,0.08852459016393444,1.0585480093676816,1484.0,3.4754098360655736,33.99,-118.3,0.914
5.1136,44.0,0.06552538370720189,0.7012987012987013,234.0,3.038961038961039,33.98,-118.31,1.117
2.895,49.0,0.07670963122090942,0.8596491228070176,694.0,3.043859649122807,33.99,-118.31,1.08
2.0,52.0,0.10299394483067952,1.2419825072886297,1062.0,3.0962099125364437,33.98,-118.31,0.965
3.5982,52.0,0.10475880052151239,1.1220338983050848,900.0,3.0508474576271185,33.98,-118.31,0.966
1.825,50.0,0.09682926829268293,1.1073170731707318,1090.0,2.658536585365854,33.98,-118.31,1.066
2.3977,52.0,0.10237404105328635,1.0215633423180592,1043.0,2.811320754716981,33.98,-118.31,1.122
2.2138,49.0,0.10323215580648502,1.131979695431472,1052.0,2.67005076142132,33.98,-118.32,1.198
1.9125,44.0,0.11293706293706295,1.21978021978022,1348.0,2.9626373626373628,33.98,-118.29,0.972
3.4444,48.0,0.10500747384155457,1.0358744394618835,783.0,3.5112107623318387,33.98,-118.29,0.931
2.9432,52.0,0.09518189391835602,1.1371841155234657,986.0,3.55956678700361,33.98,-118.3,0.94
1.6611,48.0,0.10365099009900991,1.1014851485148516,1208.0,2.99009900990099,33.98,-118.3,0.958
3.0455,48.0,0.10896596858638742,1.0732984293193717,1176.0,3.0785340314136125,33.98,-118.3,1.024
2.9375,44.0,0.10301924353019243,0.9854014598540146,811.0,2.95985401459854,33.98,-118.3,0.952
1.3479,42.0,0.09303776683087028,1.0593103448275862,2542.0,3.506206896551724,33.98,-118.29,1.0
1.4042,46.0,0.0956864087641219,1.1811023622047243,786.0,3.094488188976378,33.98,-118.29,1.1
1.9564,39.0,0.10116972654737004,1.042296072507553,1332.0,4.02416918429003,33.98,-118.28,0.922
2.2411,47.0,0.0848122364937739,0.8894009216589862,782.0,3.6036866359447006,33.98,-118.28,0.93
0.9337,45.0,0.10471841704718418,1.1397260273972605,1382.0,3.786301369863014,33.98,-118.28,0.923
0.9809,19.0,0.16777503325099752,1.1299638989169676,726.0,2.6209386281588447,33.98,-118.28,1.214
1.223,30.0,0.1340253748558247,1.1003460207612457,1207.0,4.176470588235294,33.98,-118.29,1.0
1.689,31.0,0.12260360463781426,0.9644128113879004,1091.0,3.882562277580071,33.97,-118.28,1.026
1.9219,31.0,0.12488390811714446,1.0863723608445297,2063.0,3.9596928982725528,33.97,-118.28,1.07
1.375,35.0,0.1159456740442656,1.1161971830985915,1978.0,3.482394366197183,33.97,-118.28,1.0
1.7734,43.0,0.10520487264673312,1.1428571428571428,2133.0,3.627551020408163,33.97,-118.29,1.073
3.375,46.0,0.10190217391304347,1.042763157894737,1140.0,3.75,33.97,-118.3,0.985
2.0673,44.0,0.12129186602870813,1.0140350877192983,1074.0,3.768421052631579,33.97,-118.3,0.998
2.6311,42.0,0.11829573934837094,1.0526315789473684,567.0,2.9842105263157896,33.97,-118.3,1.241
2.1221,50.0,0.11019417475728156,1.0946601941747574,1000.0,2.4271844660194173,33.97,-118.3,1.194
3.2188,52.0,0.10156647987773816,1.076158940397351,823.0,2.725165562913907,33.97,-118.31,1.242
2.7917,47.0,0.11567749160134379,1.1105263157894736,1156.0,3.042105263157895,33.97,-118.31,1.258
3.725,52.0,0.10877403846153846,0.9618055555555556,819.0,2.84375,33.97,-118.31,1.426
3.0917,48.0,0.10289797008547008,1.0064102564102564,819.0,2.625,33.97,-118.31,1.361
2.7401,41.0,0.132,1.144,751.0,3.004,33.94,-118.31,1.317
3.1346,50.0,0.11738853503184714,1.038216560509554,892.0,2.840764331210191,33.95,-118.3,1.2
3.2708,43.0,0.12396300829593362,1.046783625730994,1065.0,3.1140350877192984,33.95,-118.31,1.31
4.0043,44.0,0.11205408515535097,1.0537974683544304,1095.0,3.4651898734177213,33.95,-118.31,1.335
4.8295,44.0,0.13769077637690777,1.0462287104622872,1305.0,3.1751824817518246,33.95,-118.31,1.496
3.0682,43.0,0.12418840750796835,0.9974619289340102,1132.0,2.873096446700508,33.94,-118.31,1.42
1.747,43.0,0.09851162790697673,1.138,1266.0,2.532,33.96,-118.31,1.21
